name,id
Abas Agaba,d62eb222-190e-49a8-9b09-21ad56bf8581
Abdi Fadhil Kisos Chemaswet,5b52c13c-5898-4e7b-835f-6660e97872ed
Abdi Fadhil Kisos Chemaswet,672152be-576f-4c1a-aedc-3965474b044d
Abdu Katuntu,215a98c4-d631-4af2-97f4-93c1792d7f81
Abdu Katuntu,c99d060b-175e-4d41-94d7-ef8f343aaca0
Abdu Latif Sengendo Ssebaggala,3c600ddf-7ee5-4d7e-b1c4-a8c8de2e3240
Abdu Latif Sengendo Ssebaggala,e1aad89c-208e-48e9-885a-253be2e9fc9d
Aboud Kitatta,1f7bcea3-68e1-4728-a9c5-66ac4cbc2b0f
Aboud Kitatta,56ac9e14-645b-49f8-9d6c-e31053155557
Abraham Byandaala,2ac311b6-7b4f-4fbb-bd8c-27da8ba2b11c
Abraham James Byandala,2ac311b6-7b4f-4fbb-bd8c-27da8ba2b11c
Abraham James Byandala,b6dcba18-389a-464f-9bb6-2ebaa0f85b42
Abwooli Tomson Kyahurwenda,a1100903-0432-418b-ac51-e0fb60c5d373
Adison Kakuru,3b695931-45fd-44e1-8603-315edbb7f5bf
Adolf Kasaija Mwesige,12e691d3-e0c0-4752-a1de-c075fb8180e5
Adolf Kasaija Mwesige,9a7e2b27-b487-4dfe-82ee-51a9e125ad94
Adolf Mwesige,12e691d3-e0c0-4752-a1de-c075fb8180e5
Aggrey Bagiire,2c4f9d45-f051-4404-a53b-fa1f49354060
Aggrey Henry Bagiire,c47ea104-51b8-462b-b87b-c3eb084d8d88
Agnes Akiror,40f7b261-76e0-4944-97b4-1865067f349a
Agnes Ameede,1c2a802d-235c-4665-b9a0-cf53197ac270
Agnes Egunyu Akiror,40f7b261-76e0-4944-97b4-1865067f349a
Agnes Egunyu Akiror,d6b91697-791a-4d22-9421-d559e4aa7019
Agnes Kunihira,58306424-0731-4bc0-9a41-48df363b6c51
Agnes Nabirye,b6b3483d-6dc3-4b4e-b762-ade102157a77
Agnes Nabirye,fed92fea-ba9e-46f7-8b76-6d3d30c194c8
Agnes Wejuli Taaka,3780e89d-dcd4-41f1-bae8-17e2c328e726
Ahmed Awongo,176b6836-987e-4768-b83b-e44d017401b7
Ahmed Awongo,90f6786f-acd1-45a0-9ec1-6167e7be1e2e
Aidah Nantaba,0098f5ca-0cb0-4aaa-a54f-7f18a41e386a
Aimat Peter Lokeris,5da75bfc-b0ba-4e5b-b2cf-814c75a387ff
Aimat Peter Lokeris,e69189bb-abe5-486f-884b-a4e9cf5ad6c1
Aisha Ssekindi,eb9cc7ec-0ca0-4e3d-ab88-59bd2e056f9d
Akisoferi Michael Ogola,07cf8783-ac3c-42e2-a666-2310a391c185
Albert Charles Okello Oduman,ecca7521-d63f-4133-a029-a351032548d7
Albert Lokoroi,ae2287c0-eaa5-40d9-a883-d2e156983aac
Alex Bakunda Byarugaba,1635d8d2-2cd2-4c08-8248-f44dd276807a
Alex Bakunda Byarugaba,d467b8bd-7211-479b-ba66-e276724ce624
Alex Kamugisha,35e2a29b-a380-4711-820c-fb958bffe0a8
Alex Mungoma Musingo Burundo,c252e3e1-697c-4858-a654-bd14fac73f48
Alex Ndeezi,35b0fd49-1df3-458b-ab58-089c14adf3fd
Alex Ndeezi,e2147d52-e03a-4545-a5e8-2627475607af
Alex Okot,9497c8fe-c8b0-4469-bbd0-a8dac74f0d5e
Alex Onzima,39cd0a76-8a19-4e1e-ac6e-5a8903f6e84b
Alex Onzima Aadroa,39cd0a76-8a19-4e1e-ac6e-5a8903f6e84b
Alex Onzima Aadroa,79305ed3-5ba9-49d0-8b72-bb5d23d6dc1e
Alex Ruhunda,3bdb7017-29f9-41ae-839c-fed4c8ff2afd
Alex Ruhunda,c02b9517-1107-4fc3-90f0-ca4eb8af055b
Alice Asianut Alaso,a6dc8766-b1ee-4c14-a9f6-4f6bb38d5e33
Alice Asianut Alaso,dfc75d46-0ebe-4ef2-a9ed-be6d0b67e177
Allan Ssewanyana,831e50fc-de7e-4ea8-a43c-965dbc18bb78
Amama Mbabazi,8fa89819-6bec-438f-9b29-a4dbfcfb4e79
Amasi Pataki,193e9f48-9a9f-4c50-8949-aa10219d03f4
Amelia Anne Kyambadde,55b48caf-3df8-4bec-8948-c89b4915773e
Amelia Anne Kyambadde,f6ef862a-01c0-4104-8496-2682cfbbd358
Amelia Kyambadde,55b48caf-3df8-4bec-8948-c89b4915773e
Amon-Reeves.M Kabareebe,34da386a-a7a2-4fc4-8fbf-781ab87c9c00
Amos Lugoloobi,5c6d6773-1574-4e6c-b5a1-367f08da0cc0
Amos Lugoloobi,7fc1b51f-7f08-4ad6-b2b7-0f485801ebae
Amos Mandera,5f1955b8-eb91-4b99-b901-3c7ecfff0411
Amos Mandera,a8959bab-676c-402a-bc8a-dae9e2bcea93
Andrew Aja Baryayanga,884e0cd0-b131-4e1e-87fe-2a4b9b8ff081
Andrew Aja Baryayanga,910b3729-ff2f-41f2-b6ce-7c475f8ed3a6
Andrew Allen,2fbcf449-e584-4ffb-b6c6-ac2263242caa
Andrew Allen,efeb0f9e-feac-44ee-8653-32c999bb451d
Andrew Baryayanga,884e0cd0-b131-4e1e-87fe-2a4b9b8ff081
Andrew Gutti,e9b37ed6-0351-4a0f-a6f6-60c3b3394a43
Andrew Kaluya,5a3b08e7-6341-4be6-83e1-d4af981386ee
Andrew Kaluya Kiiza,5a3b08e7-6341-4be6-83e1-d4af981386ee
Andrew Martial,beff97b8-5ca9-42fc-b0a9-2cc403196134
Angelline Osegge,6ecefd02-d91c-4ebe-9182-82470d9b2797
Angelline Osegge,c8031709-d884-43e1-8f4a-aa4217737346
Angupale Aanimu,8b991567-ae06-48e5-b8ee-41fe898f185f
Anifa Kawooya Bangirana,3a410ee2-8d1f-4565-9af0-0990d4b55905
Anifa Kawooya Bangirana,5d40efb0-89b9-4f0f-a3ed-415dc6ca78d0
Ann Maria Nankabirwa,8245b4a0-a69c-4545-961d-e61b62fab563
Ann Maria Nankabirwa,adfd295c-5573-4d42-a65e-b29e1c27f284
Anna Adeke Ebaju,336fc150-f14c-43f9-abe9-35fc8985ad93
Anne Auru,d743c0e4-a04c-4294-ad6f-bd4468d1d635
Anne Auru,d84ab2df-8bc9-4b44-8596-d456f06f5a12
Anne Mary Tumwine,44b9b4f1-cedb-4aee-8c92-de97bdbf1a61
Annette Mukabera,1f8b99ae-c57d-4b6d-95ee-8b54edfe1ea1
Annie Logiel,4721d2a0-3e22-4fe7-9d1e-debb4ab8da71
Annita Annet Among,6a925516-82f8-45f7-a69b-059083e25fc2
