name,id
Abel Maharramov,f925cefe-0809-4141-a14e-24708c51529b
Abel Məhərrəmov,f925cefe-0809-4141-a14e-24708c51529b
Abramov Yevda Sasunoviç,6251830b-af40-47e2-9e06-3f8b0a223b63
Adil Əliyev,23c8c36d-8355-4f76-8bbc-2f74965f6a98
Agil Abbas,75e728ea-0c06-4a5d-b4aa-ab262b93ee10
Aqil Abbas,75e728ea-0c06-4a5d-b4aa-ab262b93ee10
Aqiyə Naxçıvanlı,590cb4b1-5bd1-4b55-b167-e7a92bb802b2
Araz Əlizadə,e8dfb03c-efb1-4c39-9076-b8cee25295a4
Arif Alışanov,552ea92d-8b82-42bc-8b35-11754a4d44e1
Arif Rəhimzadə,199aa79d-dc39-4383-b2fb-1227c46240e8
Arif Əşrəfov,3550785a-8d77-4b2b-aa71-05b359575a72
Asef Hadjiyev,d4457cea-171e-4815-9eec-ecbc8e4b78a9
Asim Mollazadə,adc38be9-f3d6-40d9-b9f2-ed10de511c5b
Aslan Cəfərov,6454ddfb-18c6-4e20-aad5-3913d99010b2
Astan Şahverdiyev,0840a1b4-e602-4cf0-a865-6a367919ce62
Asəf Hacıyev,d4457cea-171e-4815-9eec-ecbc8e4b78a9
Ayaz Orucov,cccfe9f1-f56e-4a84-8f5c-bcbc635aa8ad
Aydin Abbasov,75adc0fa-9788-4c8a-b72d-19afd1d14c93
Aydin Abbasow,75adc0fa-9788-4c8a-b72d-19afd1d14c93
Aydin Mirzazade,a752385a-e71c-472e-babf-4ebfec25f265
Aydın Abbasov,75adc0fa-9788-4c8a-b72d-19afd1d14c93
Aydın Hüseynov,b8ea1ba8-5d56-4fd0-88b1-480c36a44bd2
Aydın Mirzazade,a752385a-e71c-472e-babf-4ebfec25f265
Aydın Mirzəzadə,a752385a-e71c-472e-babf-4ebfec25f265
Aytən Mustafayeva,31ae9889-9ed1-4289-83f2-629010d40f79
Azay Guliyev,ce063580-549d-4f6e-8a03-10cd42bd16ae
Azay Quliyev,ce063580-549d-4f6e-8a03-10cd42bd16ae
Azər Badamov,413fb61b-f932-402f-be77-16347eb60262
Azər Kərimli,3f6f596f-f740-4dd4-864e-9c034c422203
Ağacan Əbiyev,6e222cbb-f325-4294-8313-cfb4924e3721
Ağalar Vəliyev,54af0021-26fb-4bf2-b6e1-ef454d9de494
Bahar Muradova,d7f9d5c8-a061-4808-aad9-79fde473df07
Bəxtiyar Sadıqov,969122f7-df6f-4a80-9d44-aa1d5f6c4926
Bəxtiyar Əliyev,5a3cebe6-16d2-4454-afd8-6fc406c142c2
Cavanşir Feyziyev,3d1b8b1b-6419-4174-bbd5-10b7a03e96d0
Cavanşir Paşazadə,6f8fb2c7-95b0-4521-a175-bcdad7d125f3
Cavid Qurbanov,68f963b3-47a6-4ba9-974f-00cf4db84453
Ceyhun Osmanlı,56b7da7b-6de8-4081-948a-d088e3e6dabd
Cəlal Əliyev,f2aa3524-f8ac-4e99-aa7c-483765f930d0
Dilarə Cəbrayılova,e79ca161-4f73-4043-81f1-760677020919
Eldar Guliyev,f6055ca3-0ea0-4560-a56a-f1253555e73c
Eldar İbrahimov,ed1d8666-899f-44a7-8969-1a9c7561c61c
Eldar Kuliyev,f6055ca3-0ea0-4560-a56a-f1253555e73c
Eldar Quliyev,f6055ca3-0ea0-4560-a56a-f1253555e73c
Eldəniz Səlimov,5d698346-d618-420d-8b54-69a9642175a7
Elman Mammadov,34246cbd-cdd4-4274-b6b5-d9a8ca4ae5c7
Elman Məmmədov,34246cbd-cdd4-4274-b6b5-d9a8ca4ae5c7
Elman Nəsirov,dd9e5956-256c-46b4-bc92-000b322b5bd3
Elmira Axundova,197951ea-5ca1-4d92-8bfe-cf75d7b50c22
Elton Məmmədov,b05eabbb-1e29-4965-bdb2-44f1b588b8ea
Elxan Süleymanov,3a019f50-5b18-4097-9d0b-376d2d45d143
Elçin Quliyev,69687db8-9423-4807-bfc0-5ea2482dcc54
Elşad Həsənov,38481191-56b6-4eb9-84ca-d36ff90dcac7
Elşən Musayev,e1b8df42-8ed2-4d7a-99c5-97bac0aa47cf
Etibar Hüseynov,d4ea4df0-16b2-4beb-9575-ae2e0af20059
Fazil Mustafa,d7956b7e-7019-4ac8-b42b-ccf4db4bd76d
Flora Qasımova,1a0f1e55-cdd1-4680-aa47-815cd5d0ac0e
Fuad Muradov,69a6633a-3afc-4313-b308-c362d5da1dd4
Fərhad Qəribov,607c7d40-f8d2-41eb-9d0d-5ce680e6f694
Fərəc Quliyev,b95603b8-e160-4311-8578-1d1ea94e65a1
Fəttah Heydərov,254a6455-d19e-4069-9bd9-f436f97b46ca
Fəzail Ağamalı,f9796de8-e6e9-41ad-8d61-ebb374ddb697
Fəzail İbrahimli,b8b4267e-67c7-4d99-88c8-968fb838e477
Ganira Pashayeva,b4d0c08b-313c-4156-985a-05ff66af99aa
Ganire Paşayeva,b4d0c08b-313c-4156-985a-05ff66af99aa
